iter	Passed	Remaining
1485	1484277	513404
1486	1485292	512411
1487	1486287	511410
1488	1487260	510402
1489	1488250	509401
1490	1489243	508400
1491	1490235	507399
1492	1491239	506402
1493	1492230	505400
1494	1493214	504396
1495	1494198	503393
1496	1495186	502390
1497	1496168	501386
1498	1497149	500381
1499	1498140	499380
1500	1499125	498376
1501	1500110	497373
1502	1501105	496373
1503	1502086	495369
1504	1503068	494364
1505	1504059	493363
1506	1505039	492358
1507	1506020	491354
1508	1507001	490349
1509	1507981	489345
1510	1508971	488343
1511	1509970	487344
1512	1510967	486345
1513	1511951	485342
1514	1512943	484341
1515	1513923	483337
1516	1514908	482334
1517	1515902	481333
1518	1516877	480327
1519	1517877	479329
1520	1518867	478328
1521	1519848	477324
1522	1520843	476324
1523	1521835	475323
1524	1522833	474325
1525	1523822	473323
1526	1524812	472322
1527	1525794	471318
1528	1526783	470317
1529	1527759	469311
1530	1528750	468310
1531	1529743	467310
1532	1530729	466308
1533	1531714	465305
1534	1532696	464302
1535	1533706	463307
1536	1534710	462310
1537	1535711	461312
1538	1536683	460305
1539	1537691	459310
1540	1538697	458314
1541	1539680	457311
1542	1540660	456307
1543	1541641	455303
1544	1542635	454303
1545	1543616	453300
1546	1544609	452299
1547	1545620	451305
1548	1546598	450300
1549	1547575	449296
1550	1548578	448298
1551	1549579	447301
1552	1550585	446304
1553	1551574	445303
1554	1552571	444305
1555	1553558	443303
1556	1554545	442301
1557	1555538	441301
1558	1556518	440298
1559	1557508	439297
1560	1558478	438290
1561	1559460	437287
1562	1560449	436286
1563	1561432	435284
1564	1562424	434284
1565	1563417	433284
1566	1564418	432286
1567	1565421	431289
1568	1566418	430290
1569	1567414	429291
1570	1568392	428288
1571	1569404	427293
1572	1570390	426291
1573	1571390	425293
1574	1572382	424293
1575	1573363	423290
1576	1574352	422289
1577	1575341	421289
1578	1576316	420284
1579	1577311	419285
1580	1578314	418288
1581	1579318	417291
1582	1580303	416289
1583	1581291	415288
1584	1582282	414288
1585	1583282	413290
1586	1584266	412288
1587	1585250	411286
1588	1586246	410287
1589	1587213	409281
1590	1588213	408283
1591	1589198	407281
1592	1590178	406279
1593	1591173	405280
1594	1592152	404276
1595	1593144	403277
1596	1594123	402274
1597	1595118	401275
1598	1596111	400275
1599	1597112	399278
1600	1598081	398272
1601	1599063	397270
1602	1600038	396266
1603	1601007	395261
1604	1601991	394259
1605	1602971	393257
1606	1603974	392260
1607	1604958	391258
1608	1605969	390263
1609	1606951	389261
1610	1607934	388259
1611	1608936	387262
1612	1609929	386263
1613	1610922	385263
1614	1611899	384260
1615	1612893	383261
1616	1613874	382259
1617	1614874	381262
1618	1615855	380259
1619	1616844	379259
1620	1617831	378259
1621	1618820	377258
1622	1619812	376259
1623	1620795	375258
1624	1621774	374255
1625	1622770	373257
1626	1623761	372257
1627	1624767	371261
1628	1625752	370260
1629	1626726	369256
1630	1627740	368262
1631	1628733	367263
1632	1629722	366263
1633	1630718	365265
1634	1631710	364265
1635	1632702	363266
1636	1633684	362264
1637	1634688	361268
1638	1635674	360267
1639	1636661	359267
1640	1637644	358265
1641	1638633	357265
1642	1639638	356269
1643	1640628	355269
1644	1641616	354269
1645	1642612	353271
1646	1643593	352269
1647	1644564	351266
1648	1645558	350267
1649	1646539	349266
1650	1647538	348268
1651	1648536	347270
1652	1649535	346272
1653	1650538	345275
1654	1651530	344276
1655	1652525	343278
1656	1653527	342281
1657	1654515	341281
1658	1655512	340283
1659	1656504	339284
1660	1657494	338284
1661	1658490	337286
1662	1659475	336285
1663	1660459	335285
1664	1661449	334285
1665	1662456	333289
1666	1663445	332289
1667	1664436	331290
1668	1665423	330290
1669	1666411	329290
1670	1667390	328289
1671	1668376	327289
1672	1669365	326289
1673	1670367	325292
1674	1671353	324292
1675	1672351	323294
1676	1673336	322294
1677	1674334	321296
1678	1675316	320295
1679	1676311	319297
1680	1677300	318297
1681	1678294	317299
1682	1679285	316300
1683	1680273	315300
1684	1681261	314301
1685	1682248	313301
1686	1683257	312305
1687	1684271	311310
1688	1685260	310311
1689	1686257	309313
1690	1687223	308309
1691	1688260	307319
1692	1689254	306320
1693	1690258	305324
1694	1691255	304326
1695	1692242	303326
1696	1693244	302329
1697	1694231	301329
1698	1695237	300333
1699	1696238	299336
1700	1697236	298338
1701	1698220	297338
1702	1699215	296339
1703	1700213	295342
1704	1701203	294343
1705	1702185	293342
1706	1703171	292342
1707	1704162	291343
1708	1705154	290345
1709	1706146	289346
1710	1707143	288348
1711	1708135	287349
1712	1709116	286349
1713	1710105	285350
1714	1711106	284352
1715	1712098	283354
1716	1713098	282357
1717	1714094	281358
1718	1715089	280360
1719	1716075	279361
1720	1717065	278362
1721	1718064	277364
1722	1719047	276364
1723	1720035	275365
1724	1721005	274363
1725	1721986	273362
1726	1722980	272364
1727	1723962	271364
1728	1724960	270366
1729	1725956	269369
1730	1726950	268370
1731	1727953	267373
1732	1728964	266378
1733	1729955	265379
1734	1730961	264383
1735	1731956	263385
1736	1732949	262386
1737	1733934	261387
1738	1734914	260386
1739	1735902	259387
1740	1736886	258388
1741	1737872	257388
1742	1738885	256393
1743	1739866	255393
1744	1740837	254391
1745	1741825	253392
1746	1742823	252395
1747	1743820	251397
1748	1744818	250399
1749	1745831	249404
1750	1746828	248406
1751	1747831	247409
1752	1748822	246411
1753	1749814	245412
1754	1750791	244412
1755	1751791	243415
1756	1752773	242415
1757	1753767	241417
1758	1754772	240420
1759	1755782	239424
1760	1756762	238424
1761	1757766	237428
1762	1758769	236431
1763	1759769	235433
1764	1760753	234434
1765	1761748	233436
1766	1762750	232439
1767	1763753	231442
1768	1764752	230445
1769	1765756	229448
1770	1766737	228448
1771	1767726	227450
1772	1768716	226451
1773	1769697	225451
1774	1770678	224452
1775	1771660	223452
1776	1772651	222454
1777	1773619	221453
1778	1774592	220452
1779	1775589	219454
1780	1776598	218458
1781	1777588	217460
1782	1778570	216460
1783	1779567	215463
1784	1780552	214464
1785	1781537	213465
1786	1782548	212469
1787	1783546	211471
1788	1784542	210474
1789	1785528	209475
1790	1786512	208476
1791	1787508	207478
1792	1788505	206481
1793	1789487	205481
1794	1790485	204484
1795	1791486	203487
1796	1792486	202490
1797	1793466	201490
1798	1794448	200491
1799	1795496	199499
1800	1796496	198502
1801	1797486	197504
1802	1798490	196507
1803	1799488	195509
1804	1800474	194511
1805	1801464	193512
