iter	MultiClass
254	2.549868583
255	2.548592762
256	2.547300198
257	2.544682851
258	2.543162388
259	2.54111436
260	2.539403613
261	2.537648287
262	2.535595925
263	2.533256267
264	2.531618787
265	2.529629827
266	2.527567962
267	2.525682584
268	2.523362087
269	2.522629965
270	2.521599544
271	2.520217141
272	2.517800966
273	2.516148172
274	2.514504707
275	2.513305773
276	2.512848209
277	2.511338307
278	2.50923826
279	2.507710789
280	2.505772042
281	2.503485392
282	2.501296091
283	2.500095089
284	2.498235434
285	2.496771318
286	2.494514984
287	2.492558842
288	2.491268124
289	2.4896346
290	2.487555693
291	2.484998835
292	2.48320048
293	2.482400836
294	2.480968574
295	2.479157764
296	2.476733821
297	2.474602997
298	2.473513542
299	2.47135909
300	2.469318561
301	2.467874025
302	2.465916893
303	2.465160119
304	2.463931976
305	2.462773985
306	2.461210196
307	2.459654801
308	2.458389601
309	2.456533951
310	2.45500856
311	2.453696654
312	2.452269455
313	2.449959197
314	2.448749096
315	2.447649631
316	2.445115109
317	2.443439349
318	2.441619906
319	2.440283372
320	2.439178225
321	2.437986542
322	2.437039535
323	2.43563357
324	2.433389887
325	2.431939097
326	2.431482147
327	2.431297756
328	2.430285801
329	2.428951284
330	2.427838674
331	2.426942491
332	2.425669979
333	2.424005419
334	2.422969924
335	2.42151005
336	2.420646308
337	2.419426685
338	2.418371088
339	2.415899136
340	2.414159114
341	2.412835908
342	2.41138356
343	2.410572512
344	2.409156628
345	2.407756153
346	2.406000643
347	2.405173894
348	2.403005601
349	2.402746928
350	2.401109725
351	2.399889941
352	2.39906818
353	2.397145341
354	2.396334963
355	2.394808947
356	2.392821625
357	2.391813884
358	2.390405205
359	2.389319118
360	2.388950373
361	2.387627594
362	2.38616071
363	2.385315293
364	2.38420677
365	2.382867149
366	2.382063552
367	2.37975547
368	2.378981924
369	2.377067852
370	2.37638739
371	2.37503128
372	2.374163046
373	2.373317543
374	2.372153488
375	2.370346076
376	2.369662705
377	2.367439012
378	2.366282029
379	2.365829884
380	2.365427431
381	2.365005246
382	2.363744882
383	2.362337409
384	2.360933611
385	2.359514322
386	2.35823258
387	2.35613984
388	2.355430524
389	2.353704806
390	2.353088379
391	2.352509232
392	2.352082404
393	2.351624263
394	2.3503127
395	2.349584298
396	2.348349875
397	2.347817963
398	2.346748588
399	2.3459944
400	2.344914874
401	2.343774788
402	2.342946546
403	2.341690886
404	2.340231393
405	2.338420128
406	2.336601931
407	2.335665008
408	2.334310003
409	2.333153945
410	2.332629606
411	2.332013639
412	2.33108135
413	2.330505756
414	2.329331994
415	2.328662696
416	2.328325819
417	2.327169117
418	2.326097725
419	2.325746405
420	2.32485879
421	2.323414638
422	2.322568217
423	2.321020339
424	2.320681233
425	2.319182265
426	2.318251086
427	2.316539844
428	2.315265465
429	2.313787865
430	2.312023374
431	2.310870873
432	2.310406046
433	2.309226593
434	2.308868528
435	2.307793829
436	2.306530351
437	2.305262745
438	2.304640368
439	2.304020234
440	2.303605231
441	2.303485168
442	2.302657639
443	2.301403002
444	2.3007804
445	2.300322686
446	2.299206114
447	2.298102042
448	2.296610716
449	2.296046642
450	2.294671294
451	2.293639413
452	2.292940658
453	2.291746369
454	2.291326275
455	2.290723901
456	2.289905501
457	2.289275499
458	2.28848134
459	2.287338284
460	2.286058564
461	2.285223213
462	2.284323587
463	2.283296007
464	2.282968329
465	2.282271556
466	2.281144397
467	2.280350762
468	2.279937711
469	2.279416355
470	2.279245075
471	2.278647117
472	2.277968519
473	2.277235446
474	2.276180182
475	2.274989318
476	2.274348244
477	2.273370899
478	2.272992203
479	2.272548012
480	2.272405486
481	2.272018733
482	2.271709458
483	2.270538374
484	2.269923941
485	2.269367253
486	2.26885916
487	2.267752295
488	2.266801916
489	2.266243155
490	2.265212869
491	2.26471484
492	2.263440128
493	2.262408818
494	2.261806945
495	2.259246576
496	2.25856589
497	2.257674056
498	2.257304527
499	2.256752114
500	2.255602064
501	2.254057861
502	2.253528611
503	2.252521815
504	2.250501841
505	2.250062356
506	2.248308927
507	2.247197597
508	2.246207559
509	2.245806004
510	2.245032768
511	2.244301083
512	2.243621672
513	2.242599883
514	2.241359098
515	2.240413557
516	2.239566037
517	2.239064528
518	2.237884245
519	2.237265198
520	2.235852855
521	2.235273596
522	2.233825622
523	2.232941622
524	2.231824023
525	2.230821063
526	2.230444854
527	2.230071952
528	2.228967678
529	2.227931696
530	2.227104501
531	2.226831491
532	2.225379333
533	2.224193272
534	2.223157973
535	2.222075037
536	2.221455273
537	2.220712201
538	2.220280507
539	2.219360161
540	2.218440621
541	2.217476012
542	2.21643205
543	2.215786928
544	2.21540688
545	2.21506606
546	2.214384382
547	2.213728241
548	2.213205228
549	2.212238271
550	2.211240905
551	2.21034688
552	2.209673981
553	2.208932301
554	2.208353107
555	2.207714639
556	2.206796245
557	2.20653166
558	2.205491266
559	2.204763
560	2.204206661
561	2.203440751
562	2.202033451
563	2.201429297
564	2.200692351
565	2.199909964
566	2.198664867
567	2.197958595
568	2.196987916
569	2.195415078
570	2.194788577
571	2.194658666
572	2.19364078
573	2.192917458
574	2.191797454
575	2.19085536
576	2.189923362
577	2.189121165
578	2.188745181
579	2.187916398
580	2.187293299
581	2.186942165
582	2.185110776
583	2.184669709
584	2.183632816
585	2.183331601
586	2.182526422
587	2.181604981
588	2.180968278
589	2.180044351
590	2.178326912
591	2.177306672
592	2.176090975
593	2.175969045
594	2.175422672
595	2.174713826
596	2.173810333
597	2.173477582
598	2.172591326
599	2.172463919
600	2.171908612
601	2.171165827
602	2.170313942
603	2.170100404
604	2.169175188
605	2.168606955
606	2.167241033
607	2.166243128
608	2.165717623
609	2.164020025
610	2.163087585
611	2.161864863
612	2.161248622
613	2.160305912
614	2.159177531
615	2.158660845
616	2.157897073
617	2.156538696
618	2.155502505
619	2.154888529
620	2.154279183
621	2.153794661
622	2.153428455
623	2.152997557
624	2.152113067
625	2.151486777
626	2.151152004
627	2.150667576
628	2.149829815
629	2.148794985
630	2.148087814
631	2.147670432
632	2.147072155
633	2.146701113
634	2.146285758
635	2.145961012
636	2.145161033
637	2.14488156
638	2.144599833
639	2.143837592
640	2.143002473
641	2.1424796
642	2.142172353
643	2.141823529
644	2.140812461
645	2.139765517
646	2.139342963
647	2.138360197
648	2.137626166
649	2.137114473
650	2.1365857
651	2.135802233
652	2.135363561
653	2.134003319
654	2.133526114
655	2.132566716
656	2.13179644
657	2.131032103
658	2.130103635
659	2.129215833
660	2.128963001
661	2.128435784
662	2.12752786
663	2.127268646
664	2.126267743
665	2.126067354
666	2.125829703
667	2.125538672
668	2.124743052
669	2.124403317
670	2.123629127
671	2.122547546
672	2.121377168
673	2.120254766
674	2.119859222
675	2.119029014
676	2.11840605
677	2.11743611
678	2.116452465
679	2.115283401
680	2.11467784
681	2.114073108
682	2.114004873
683	2.11291812
684	2.112104214
685	2.110995268
686	2.110471809
687	2.10940728
688	2.108399765
689	2.107741143
690	2.10744985
691	2.106477956
692	2.10601655
693	2.105665917
694	2.104650706
695	2.103804857
696	2.103509106
697	2.102682287
698	2.10181542
699	2.100579962
700	2.099969298
701	2.098876566
702	2.097750125
703	2.097157088
704	2.096222649
705	2.095795425
706	2.094663463
707	2.093665393
708	2.092625874
709	2.092531971
710	2.092067497
711	2.091483347
712	2.091243211
713	2.090977146
714	2.090299273
715	2.089149363
716	2.088516744
717	2.087558545
718	2.087095092
719	2.086459614
720	2.085908544
721	2.08509687
722	2.08454333
723	2.084325931
724	2.084103555
725	2.083399408
726	2.083242382
727	2.082955168
728	2.082003215
729	2.081369596
730	2.080574131
731	2.079638989
732	2.079221437
733	2.07861676
734	2.07817811
735	2.077288603
736	2.077039034
737	2.076085695
738	2.07533989
739	2.074834842
740	2.074251379
741	2.073705665
742	2.072960991
743	2.07234042
744	2.071845218
745	2.070895146
746	2.070321264
747	2.069865008
748	2.069371557
749	2.068900132
750	2.067330539
751	2.066817248
752	2.066578582
753	2.065967958
754	2.065201917
755	2.064413546
756	2.063442618
757	2.062582156
758	2.061646678
759	2.060677736
760	2.060214534
761	2.059523635
762	2.058966096
763	2.058056563
764	2.057399942
765	2.056331881
766	2.056054208
767	2.055702378
768	2.054851987
769	2.054230635
770	2.053740439
771	2.052869965
772	2.052373711
773	2.051048407
774	2.05073198
775	2.050521023
776	2.05001768
777	2.049523427
778	2.049202
779	2.048647575
780	2.04802714
781	2.047705804
782	2.047230345
783	2.046953125
784	2.045924904
785	2.045473647
786	2.04537856
787	2.045009521
788	2.044553542
789	2.044337229
790	2.043646197
791	2.04270831
792	2.042627157
793	2.042050117
794	2.04177419
795	2.041561845
796	2.041086404
797	2.040440492
798	2.039956144
799	2.039322264
800	2.039239314
801	2.038379379
802	2.037813923
803	2.037589336
804	2.037074467
805	2.036514559
806	2.035896437
807	2.035457787
808	2.035016258
809	2.034441985
810	2.033459739
811	2.0329419
812	2.032406409
813	2.032209777
814	2.03152202
815	2.031250124
816	2.030931058
817	2.030236188
818	2.029241243
819	2.028648929
820	2.028337611
821	2.027646216
822	2.026985537
823	2.02659859
824	2.026301521
825	2.025657243
826	2.025210707
827	2.024425193
828	2.023780296
829	2.023319511
830	2.022588256
831	2.022324575
832	2.02146253
833	2.020703995
834	2.020486733
835	2.019921784
836	2.019083702
837	2.018599651
838	2.017994832
839	2.017086641
840	2.016468519
841	2.016237836
842	2.01573633
843	2.01422263
844	2.013019143
845	2.012288543
846	2.011677836
847	2.011594296
848	2.011096266
849	2.01083129
850	2.010532261
851	2.010309617
852	2.009685195
853	2.009181983
854	2.008461773
855	2.008033566
856	2.007773733
857	2.007632705
858	2.007484096
859	2.007023179
860	2.006032052
861	2.005201441
862	2.004292137
863	2.003929462
864	2.003451639
865	2.003229248
866	2.002617713
867	2.002106508
868	2.001389395
869	2.000802778
870	2.000611169
871	2.000528436
872	1.999710048
873	1.999497588
874	1.999057383
875	1.997603233
876	1.996634657
877	1.996170511
878	1.99561264
879	1.994798033
880	1.994330299
881	1.994126601
882	1.993764419
883	1.99306628
884	1.992928225
885	1.992266019
886	1.992170011
887	1.991418649
888	1.990762455
889	1.990229594
890	1.989588042
891	1.989459711
892	1.989349321
893	1.98879078
894	1.988246441
895	1.987814258
896	1.987637911
897	1.987348767
898	1.986796893
899	1.986420081
900	1.985694705
901	1.98541976
902	1.985055325
903	1.984580022
904	1.983673838
905	1.983330223
906	1.982303874
907	1.981193912
908	1.980831946
909	1.980326117
910	1.979396002
911	1.979281438
912	1.978738075
913	1.978289443
914	1.97811228
915	1.977570868
916	1.977380131
917	1.97650841
918	1.976140864
919	1.975882292
920	1.975423759
921	1.975057767
922	1.97454394
923	1.974285447
924	1.973820402
925	1.972441321
926	1.97191403
927	1.971140061
928	1.970921133
929	1.970429322
930	1.969923736
931	1.969683722
932	1.969426372
933	1.968936492
934	1.968337101
935	1.96792422
936	1.967448366
937	1.967185795
938	1.966628442
939	1.966172484
940	1.965674983
941	1.964339804
942	1.963442298
943	1.963071436
944	1.962635188
945	1.962174453
946	1.961596627
947	1.961384777
948	1.960663448
949	1.959979473
950	1.959601749
951	1.958903774
952	1.957967779
953	1.957128914
954	1.95614023
955	1.955951272
956	1.955263619
957	1.954816308
958	1.954313254
959	1.954085014
960	1.953643721
961	1.952877965
962	1.952401104
963	1.95216381
964	1.951698931
965	1.951422561
966	1.950921014
967	1.949889334
968	1.949370649
969	1.948999035
970	1.948887146
971	1.948146089
972	1.947731105
973	1.947094852
974	1.946748008
975	1.946406535
976	1.945476691
977	1.944706081
978	1.944217781
979	1.94391932
980	1.943314764
981	1.94278563
982	1.942695113
983	1.942127846
984	1.941960353
985	1.94098251
986	1.940265161
987	1.939972299
988	1.939374114
989	1.938983829
990	1.938184829
991	1.937843897
992	1.937590521
993	1.937416695
994	1.937011649
995	1.936270828
996	1.936190003
997	1.935479445
998	1.93520106
999	1.934845469
1000	1.933951985
1001	1.933648788
1002	1.93333892
1003	1.932417965
1004	1.931667551
1005	1.931394359
1006	1.930949304
1007	1.930286412
1008	1.929880616
1009	1.929551022
1010	1.929141475
1011	1.928723141
1012	1.928426593
1013	1.928181496
1014	1.927531398
1015	1.927215739
1016	1.926793664
1017	1.926573556
1018	1.926306824
1019	1.925757675
1020	1.925361551
1021	1.924727214
1022	1.924414713
1023	1.924015165
1024	1.923696763
1025	1.923391833
1026	1.922700909
1027	1.922469117
1028	1.921982765
1029	1.921085384
1030	1.920689628
1031	1.920031556
1032	1.919513528
1033	1.9186015
1034	1.918459243
1035	1.91808339
1036	1.9174352
1037	1.917059809
1038	1.916554421
1039	1.916286132
1040	1.915841235
1041	1.915419831
1042	1.915315886
1043	1.915105748
1044	1.914528968
1045	1.913651112
1046	1.913437322
1047	1.913180649
1048	1.912818503
1049	1.912091449
1050	1.911536965
1051	1.911456381
1052	1.911256923
1053	1.910996499
1054	1.910686277
1055	1.910326865
1056	1.909844661
1057	1.909697608
1058	1.908672609
1059	1.908236047
1060	1.907820578
1061	1.90731618
1062	1.907113988
1063	1.906671855
1064	1.906143652
1065	1.905779364
1066	1.905317651
1067	1.90482551
1068	1.904349082
1069	1.904129251
1070	1.903694899
1071	1.903031972
1072	1.902954296
1073	1.9022627
1074	1.901849459
1075	1.901480711
1076	1.901105937
1077	1.900854184
1078	1.899936609
1079	1.899392209
1080	1.898671141
1081	1.898407567
1082	1.898177018
1083	1.89742161
1084	1.896791688
1085	1.896576506
1086	1.896116462
1087	1.895254815
1088	1.894584294
1089	1.894410793
1090	1.894193941
1091	1.893811427
1092	1.893188813
1093	1.892067616
1094	1.891758443
1095	1.891086517
1096	1.89053227
1097	1.890449857
1098	1.890091591
1099	1.889652425
1100	1.888417074
1101	1.886736327
1102	1.88633054
1103	1.886071601
1104	1.885373329
1105	1.885175078
1106	1.884995599
1107	1.884746497
1108	1.884440671
1109	1.884156223
1110	1.883766305
1111	1.883146111
1112	1.882905407
1113	1.882045777
1114	1.881340563
1115	1.880651149
1116	1.879191382
1117	1.879115243
1118	1.878853639
1119	1.878001175
1120	1.877005395
1121	1.876596722
1122	1.876031612
1123	1.875363485
1124	1.874499184
1125	1.873763515
1126	1.873015026
1127	1.871848988
1128	1.871441283
1129	1.871045879
1130	1.870633138
1131	1.869789962
1132	1.869377304
1133	1.868693477
1134	1.868353999
1135	1.868190778
1136	1.867911637
1137	1.867087314
1138	1.866589177
1139	1.86627519
1140	1.865704425
1141	1.865697631
1142	1.864488584
1143	1.864179447
1144	1.863984109
1145	1.863763761
1146	1.86308528
1147	1.862840473
1148	1.862052226
1149	1.86182109
1150	1.861487953
1151	1.860697797
1152	1.860408741
1153	1.859903805
1154	1.859295937
1155	1.858667189
1156	1.857416642
1157	1.857098451
1158	1.855590024
1159	1.854709159
1160	1.854116359
1161	1.853614751
1162	1.853413777
1163	1.852961122
1164	1.852321775
1165	1.851891575
1166	1.851523893
1167	1.850684586
1168	1.850260247
1169	1.849865881
1170	1.849320045
1171	1.849261387
1172	1.848558003
1173	1.848302899
1174	1.847883928
1175	1.847388323
1176	1.846913612
1177	1.846677322
1178	1.846602437
1179	1.846055935
1180	1.84518902
1181	1.844747414
1182	1.843856759
1183	1.84361122
1184	1.843376291
1185	1.842630608
1186	1.8422205
1187	1.842005682
1188	1.8417806
1189	1.841354222
1190	1.841065377
1191	1.840611668
1192	1.840041063
1193	1.839483206
1194	1.839216159
1195	1.838838681
1196	1.83862573
1197	1.8383747
1198	1.837952986
1199	1.837635666
1200	1.837267341
1201	1.836799016
1202	1.836391415
1203	1.835612615
1204	1.835162263
1205	1.834836579
1206	1.834784703
1207	1.834477183
1208	1.83427581
1209	1.833933363
1210	1.83328484
1211	1.833037122
1212	1.832584872
1213	1.832373897
1214	1.832221998
1215	1.831714779
1216	1.831200525
1217	1.830750464
1218	1.830334285
1219	1.830137357
1220	1.829615143
1221	1.829058045
1222	1.828643351
1223	1.828474379
1224	1.828015302
1225	1.827118725
1226	1.826937268
1227	1.826751185
1228	1.82658548
1229	1.825861904
1230	1.824614026
1231	1.824272348
1232	1.824031601
1233	1.82359906
1234	1.822898303
1235	1.822512081
1236	1.822449005
1237	1.821898339
1238	1.821563798
1239	1.820167498
1240	1.819118492
1241	1.818639268
1242	1.817914885
1243	1.817857463
1244	1.817717467
1245	1.817148041
1246	1.816975928
1247	1.816244975
1248	1.815506193
1249	1.81477183
1250	1.81464292
1251	1.814489345
1252	1.814136846
1253	1.813416903
1254	1.812653602
1255	1.812495636
1256	1.812151868
1257	1.811803525
1258	1.811112134
1259	1.810834278
1260	1.810175811
1261	1.809730579
1262	1.809673809
1263	1.809263446
1264	1.808302812
1265	1.808007023
1266	1.807891041
1267	1.8071383
1268	1.806606998
1269	1.806255959
1270	1.805947871
1271	1.805760038
1272	1.80528366
1273	1.804843814
1274	1.804365304
1275	1.803869673
1276	1.802902128
1277	1.802743812
1278	1.802538029
1279	1.802306163
1280	1.801828278
1281	1.801522215
1282	1.801095033
1283	1.800410978
1284	1.800025869
1285	1.799398415
1286	1.798997849
1287	1.798469042
1288	1.798420874
1289	1.798081888
1290	1.797656557
1291	1.796559517
1292	1.795765119
1293	1.794884251
1294	1.794171355
1295	1.793572679
1296	1.792995086
1297	1.792803074
1298	1.79258258
1299	1.792174494
1300	1.791666023
1301	1.790367614
1302	1.789899574
1303	1.789673156
1304	1.789240624
1305	1.788703881
1306	1.788656372
1307	1.788160461
1308	1.787955581
1309	1.787338908
1310	1.786771329
1311	1.786307882
1312	1.78579438
1313	1.785562848
1314	1.785253194
1315	1.784836125
1316	1.784434304
1317	1.783855608
1318	1.783427753
1319	1.783252167
1320	1.782851268
1321	1.782510507
1322	1.782092152
1323	1.781364187
1324	1.78105621
1325	1.780678135
1326	1.779941028
1327	1.779201909
1328	1.778720232
1329	1.778308642
1330	1.777723434
1331	1.777678084
1332	1.776777732
1333	1.776384855
1334	1.775286966
1335	1.774930906
1336	1.774528393
1337	1.774119199
1338	1.773564144
1339	1.773138663
1340	1.772178997
1341	1.771947357
1342	1.771242603
1343	1.770802907
1344	1.770390387
1345	1.770247188
1346	1.769883679
1347	1.769229041
1348	1.768699208
1349	1.768234915
1350	1.767632212
1351	1.767006079
1352	1.766118222
1353	1.765603698
1354	1.765316532
1355	1.764747703
1356	1.764146728
1357	1.763779425
1358	1.763623316
1359	1.763207825
1360	1.762583998
1361	1.761925979
1362	1.761406508
1363	1.760559526
1364	1.760244743
1365	1.76012262
1366	1.759197492
1367	1.758637398
1368	1.758466888
1369	1.757986208
1370	1.757253892
1371	1.757077229
1372	1.756897246
1373	1.756446416
1374	1.756287973
1375	1.756056104
1376	1.75555456
1377	1.755168899
1378	1.754999911
1379	1.754736096
1380	1.754488888
1381	1.753925406
1382	1.753468848
1383	1.753144378
1384	1.753074957
1385	1.752690148
1386	1.752497382
1387	1.752151133
1388	1.751271086
1389	1.750345838
1390	1.749953927
1391	1.749364533
1392	1.748621681
1393	1.748459838
1394	1.748162937
1395	1.747758783
1396	1.747588994
1397	1.747118846
1398	1.74694364
1399	1.746599665
1400	1.745951892
1401	1.744938629
1402	1.744695835
1403	1.744227362
1404	1.743974587
1405	1.74377473
1406	1.743357938
1407	1.742878319
1408	1.742371189
1409	1.742178046
1410	1.741456399
1411	1.74092713
1412	1.74058853
1413	1.740242582
1414	1.740143026
1415	1.740026959
1416	1.739644398
1417	1.738918673
1418	1.738766873
1419	1.738554495
1420	1.738123576
1421	1.737927586
1422	1.737269784
1423	1.736947954
1424	1.736707087
1425	1.736328266
1426	1.735151243
1427	1.734435328
1428	1.73425507
1429	1.734252013
1430	1.733583062
1431	1.733314664
1432	1.732867655
1433	1.732575038
1434	1.732217633
1435	1.73186016
1436	1.730723556
1437	1.73058548
1438	1.730135023
1439	1.729297538
1440	1.72899094
1441	1.728494691
1442	1.728128949
1443	1.727690054
1444	1.727552965
1445	1.726851943
1446	1.726502003
1447	1.726434774
1448	1.725345266
1449	1.724946062
1450	1.724810087
1451	1.724668055
1452	1.72426079
1453	1.723454077
1454	1.723227992
1455	1.722422018
1456	1.722034198
1457	1.721548227
1458	1.721357637
1459	1.72099006
1460	1.720682017
1461	1.720359949
1462	1.719273933
1463	1.718857367
1464	1.718540893
1465	1.718296537
1466	1.717777996
1467	1.716902529
1468	1.716394143
1469	1.716063303
1470	1.715705872
1471	1.715509556
1472	1.715126265
1473	1.714404731
1474	1.714029338
1475	1.713872471
1476	1.71362219
1477	1.713225985
1478	1.713053339
1479	1.712605337
1480	1.71256399
1481	1.712050135
1482	1.711844927
1483	1.711290218
1484	1.710984514
1485	1.710583257
1486	1.709655904
1487	1.709383385
1488	1.709150063
1489	1.708763501
1490	1.707980414
1491	1.707378291
1492	1.706689929
1493	1.706321281
1494	1.705970688
1495	1.705758254
1496	1.705138571
1497	1.704750069
1498	1.704314002
1499	1.703911712
1500	1.703616862
1501	1.703347957
1502	1.702582972
1503	1.701590822
1504	1.701220744
1505	1.700867592
1506	1.700655327
1507	1.7003823
1508	1.700157063
1509	1.700019865
1510	1.699578905
1511	1.698919255
1512	1.698865506
1513	1.698588396
1514	1.698309055
1515	1.698006705
1516	1.697610782
1517	1.696901034
1518	1.696897605
1519	1.69614383
1520	1.695931636
1521	1.695769898
1522	1.69515936
1523	1.694471857
1524	1.694101055
1525	1.693813991
1526	1.693396435
1527	1.693234284
1528	1.69253111
1529	1.692323178
1530	1.691943589
1531	1.691502112
1532	1.691053605
1533	1.690914645
1534	1.690526297
1535	1.689741724
1536	1.689283907
1537	1.68907753
1538	1.68896757
1539	1.687764364
1540	1.68710738
1541	1.686869169
1542	1.686707493
1543	1.686410765
1544	1.685732625
1545	1.685462801
1546	1.685102787
1547	1.684452767
1548	1.684245189
1549	1.684089666
1550	1.683822799
1551	1.683000121
1552	1.682583234
1553	1.682172389
1554	1.681732113
1555	1.68132497
1556	1.680397471
1557	1.680086054
1558	1.679781598
1559	1.679597908
1560	1.679412288
1561	1.678918535
1562	1.678450811
1563	1.678171586
1564	1.677639814
1565	1.67704231
1566	1.676475684
1567	1.676202796
1568	1.675851519
1569	1.675608882
1570	1.675260803
1571	1.67458953
1572	1.674388771
1573	1.673694927
1574	1.673207841
1575	1.672872575
1576	1.672684701
1577	1.672108796
1578	1.671795831
1579	1.671038074
1580	1.670237132
1581	1.669786893
1582	1.669566263
1583	1.669433255
1584	1.668970429
1585	1.66853261
1586	1.668149077
1587	1.667765219
1588	1.667120819
1589	1.666739369
1590	1.66649246
1591	1.666145252
1592	1.665914113
1593	1.665331472
1594	1.66495873
1595	1.664795706
1596	1.664652001
1597	1.664108908
1598	1.663901741
1599	1.663111061
1600	1.662896153
1601	1.662679895
1602	1.66260991
1603	1.662449242
1604	1.662203572
1605	1.661824423
1606	1.661555744
1607	1.661380079
1608	1.661012589
1609	1.660603762
1610	1.660456892
1611	1.659697423
1612	1.65912294
1613	1.658703624
1614	1.658492596
1615	1.658009469
1616	1.65786368
1617	1.657449234
1618	1.65737895
1619	1.657313906
1620	1.65717724
1621	1.656808859
1622	1.656582816
1623	1.656420671
1624	1.656061671
1625	1.655634517
1626	1.655305292
1627	1.655116849
1628	1.654951391
1629	1.65477828
1630	1.654093654
1631	1.653363361
1632	1.652858979
1633	1.652121132
1634	1.651372685
1635	1.651199615
1636	1.650797136
1637	1.65039234
1638	1.649989637
1639	1.649777208
1640	1.648924814
1641	1.64878033
1642	1.648330761
1643	1.648162757
1644	1.647870257
1645	1.647167629
1646	1.646421828
1647	1.646098594
1648	1.645766014
1649	1.64542034
1650	1.645111144
1651	1.644342929
1652	1.643902968
1653	1.643283356
1654	1.643100758
1655	1.642460068
1656	1.6417855
1657	1.641174801
1658	1.640768842
1659	1.639934187
1660	1.639248785
1661	1.638817843
1662	1.638386524
1663	1.638241301
