iter	MultiClass
1664	1.638118801
1665	1.637828718
1666	1.637570922
1667	1.637236268
1668	1.636742032
1669	1.636466716
1670	1.636102365
1671	1.635758966
1672	1.635629264
1673	1.635082921
1674	1.634900613
1675	1.63447704
1676	1.634129071
1677	1.633640707
1678	1.633372283
1679	1.632946468
1680	1.632231126
1681	1.631864402
1682	1.631029633
1683	1.630844574
1684	1.630529852
1685	1.630197024
1686	1.629705159
1687	1.629298657
1688	1.629101283
1689	1.628705215
1690	1.628545485
1691	1.628243898
1692	1.627890135
1693	1.627316036
1694	1.626939931
1695	1.626797279
1696	1.626105332
1697	1.625750278
1698	1.624375592
1699	1.624013827
1700	1.62353236
1701	1.623421816
1702	1.62317067
1703	1.622467212
1704	1.621760301
1705	1.621366675
1706	1.620948987
1707	1.620207241
1708	1.619947532
1709	1.619658787
1710	1.619441038
1711	1.61895787
1712	1.618776993
1713	1.618170804
1714	1.617808857
1715	1.617072602
1716	1.61648191
1717	1.616105249
1718	1.615954641
1719	1.615857864
1720	1.615704478
1721	1.615395604
1722	1.615277128
1723	1.614944366
1724	1.614502366
1725	1.614348607
1726	1.614194774
1727	1.613897772
1728	1.613573462
1729	1.613379008
1730	1.612782363
1731	1.612216975
1732	1.611502402
1733	1.610909469
1734	1.610304368
1735	1.60992285
1736	1.609647478
1737	1.609481998
1738	1.609312147
1739	1.608971421
1740	1.608262012
1741	1.608103818
1742	1.606646123
1743	1.606350082
1744	1.606039478
1745	1.605514963
1746	1.605377696
1747	1.605044973
1748	1.604765366
1749	1.603718136
1750	1.603477485
1751	1.602821705
1752	1.602531527
1753	1.602142673
1754	1.601969498
1755	1.601398483
1756	1.601220096
1757	1.601100757
1758	1.59982717
1759	1.598983305
1760	1.598851755
1761	1.598490857
1762	1.597935424
1763	1.597433023
1764	1.597199869
1765	1.597050915
1766	1.596473323
1767	1.596030597
1768	1.595408406
1769	1.595126637
1770	1.594806173
1771	1.594372274
1772	1.593776075
1773	1.593332892
1774	1.592962195
1775	1.59237216
1776	1.591961109
1777	1.591603265
1778	1.591367467
1779	1.590918631
1780	1.59055806
1781	1.59042174
1782	1.590164046
1783	1.589630244
1784	1.589564133
1785	1.58944159
1786	1.589013846
1787	1.588055245
1788	1.587669509
1789	1.587261526
1790	1.586830568
1791	1.585824276
1792	1.585449855
1793	1.58524617
1794	1.58512736
1795	1.584569266
1796	1.584328901
1797	1.583801155
1798	1.583496852
1799	1.583248215
1800	1.582748617
1801	1.582582649
1802	1.582171509
1803	1.581438967
1804	1.581269768
1805	1.580921786
